24
Fe,NCS  -79.341415
Fe	-2.368655	1.202336	1.860919
Fe	0.035791	0.227265	2.198442
Fe	-1.868943	-1.905973	-1.013121
Fe	-1.926192	-1.404230	1.572634
Fe	2.407665	-1.339551	-1.028346
Fe	2.101080	1.794337	1.845007
Fe	0.463850	-3.104817	-1.527534
Fe	-0.264564	2.460782	0.924985
Fe	-2.277118	0.400091	-2.273490
Fe	-3.547817	-0.060666	-0.066166
Fe	0.258318	-1.503939	0.298156
Fe	1.843466	2.946045	-0.530228
Fe	0.131384	-0.610525	-2.119150
Fe	2.350416	-0.837808	1.557410
Fe	1.166292	0.652164	-0.100113
Fe	3.554861	0.880060	-0.091451
Fe	-2.436366	2.379195	-0.514992
Fe	-1.182397	0.341088	-0.091752
Fe	1.839051	-3.286731	0.679089
Fe	-0.204520	1.934542	-1.787021
Fe	2.192616	0.992092	-2.289402
Fe	-0.500694	4.196579	-0.824783
Fe	-0.801106	-3.636410	0.688487
Fe	0.372534	-2.304507	2.596905
